"","LoC_classifications","title","downloads","author_birthdate","author_deathdate","author_name","pub_day","pub_date_full","pub_month","pub_month_name","pub_year","difficulty.ari","difficulty.coleman","difficulty.dale","difficulty.vocabulary","difficulty.flesch.grade","difficulty.flesch.ease","difficulty.gunning","difficulty.linsear","difficulty.smog","polarity","subjectivity","avg_letter_per_word","avg_sentence_length","sentences_over_words","characters","polysyllables","sentences","syllables","words"
"102","PS","The Scarlet Letter",2861,1804,1864,"Hawthorne, Nathaniel",1,"February, 1992",2,"February",1992,14,12.07,6.69,10146,9.9,65.05,11.2,8.5,3.1,0.0874919156568794,0.496155072670836,5.01,23,0.04,418571,3224,3537,120357.9,83625
"103","HX","The Communist Manifesto",2856,1820,1895,"Engels, Friedrich",25,"January 25, 2005",1,"January",2005,17.2,15.44,7.66,2054,13.8,38.66,11.6,11,11.2,0.0778498332979256,0.406010637789698,5.59,24,0.04,64006,970,464,18942.3,11444
"104","PS","The Turn of the Screw",2850,1843,1916,"James, Henry",1,"February, 1995",2,"February",1995,8.8,9.1,6.25,4731,6.4,79.6,8.8,19,3.1,0.0820019409617016,0.513627040763358,4.6,17,0.06,194581,1092,2458,55821.6,42259
"105","PA","Lysistrata",2849,-450,-388,"Aristophanes",6,"April 6, 2008",4,"April",2008,9.4,11.7,7.01,2499,6,75.2,7.2,15,3.1,0.1079394017458,0.519996162340837,5.15,13,0.08,74555,526,1108,20212.2,14468
"106","E151","The Souls of Black Folk",2793,1868,1963,"Du Bois, W. E. B. (William Edward Burghardt)",29,"January 29, 2008",1,"January",2008,15.1,12.02,7.01,9265,10.7,63.02,12,2.5,8.8,0.0611178912674202,0.46016026157734,5,25,0.04,343713,2816,2648,98614.8,68674
"107","PQ","Madame Bovary",2744,1821,1880,"Flaubert, Gustave",25,"February 25, 2006",2,"February",2006,10.5,10.79,6.2,12247,7.9,70.13,9.2,19.5,3.1,0.0692202403081297,0.459092326083901,4.84,18,0.05,560219,2824,6320,157302,115638
"108","PQ","The Reign of Greed",2741,1861,1896,"Rizal, Jose",10,"October 10, 2005",10,"October",2005,12.8,11.84,6.55,13647,9.1,67.08,10.4,7,3.1,0.0976941390835676,0.483383546702806,5.02,21,0.05,578558,4330,5447,166715.1,115145
"109","PT","Hedda Gabler",2713,1828,1906,"Ibsen, Henrik",1,"May, 2003",5,"May",2003,8.3,11.86,5.91,3451,3.3,87.72,5.6,10.5,3.1,0.0936622319093161,0.494180800927835,5.28,9,0.1,157809,629,3074,39351.6,29886
"110","PR","The Return of Sherlock Holmes",2669,1859,1930,"Doyle, Arthur Conan",8,"July 8, 2007",7,"July",2007,7.8,8.98,5.67,9537,5.2,82.65,7.6,53,3.1,0.0732652716207411,0.491408309422427,4.63,14,0.07,519512,2372,7596,149137.2,112117
"111","PR","Le Morte d'Arthur: Volume 1",2638,0,1471,"Malory, Thomas, Sir",1,"March, 1998",3,"March",1998,13.3,8.48,2,6569,9.5,76.9,13.2,7.5,3.1,0.224566051151145,0.516491369268264,4.39,28,0.04,740589,1202,6003,208327.5,168802
"112","PS","The Works of Edgar Allan Poe — Volume 1",2613,1809,1849,"Poe, Edgar Allan",19,"May 19, 2008",5,"May",2008,13.3,11.67,6.67,11117,10.7,57.61,10.8,19,8.8,0.082571395724097,0.494626782631345,4.94,22,0.04,446218,4307,3952,132003.9,90289
"113","PR","Don Juan",2572,1788,1824,"Byron, George Gordon Byron, Baron",6,"June 6, 2007",6,"June",2007,20.2,11.44,7.43,15606,14.2,59.3,16.8,8.5,3.1,0.109055346052056,0.492836409587519,4.85,37,0.03,610338,2115,3343,164398.5,125740
"114","PR","The War of the Worlds",2546,1866,1946,"Wells, H. G. (Herbert George)",1,"July, 1992",7,"July",1992,10.8,10.68,6.4,6900,8.3,69.11,9.6,11,3.1,0.0162461779833885,0.460717382281655,4.82,19,0.05,289027,1605,3148,82836.9,59928
"115","PR","Mansfield Park",2537,1775,1817,"Austen, Jane",1,"June, 1994",6,"June",1994,11.7,10.1,5.78,11128,9.1,67.08,10.4,18,3.1,0.143009072554193,0.526260378636092,4.72,21,0.05,752380,4733,7336,217970.1,159540
"116","PZ,PR","Just So Stories",2526,1865,1936,"Kipling, Rudyard",1,"July 2004",7,"July",2004,9.8,9.75,5.93,2558,6.8,78.59,9.2,53,3.1,0.159216752554585,0.498048764068411,4.66,18,0.05,134002,489,1551,36732.6,28785
"117","PR","Middlemarch",2461,1819,1880,"Eliot, George",24,"May 24, 2008",5,"May",2008,11.1,10.73,5.73,23142,8.3,69.11,9.6,17,3.1,0.106096917210521,0.52170864040659,4.83,19,0.05,1526614,10472,16092,439630.2,316294
"118","B","Thus Spake Zarathustra: A Book for All and None",2454,1844,1900,"Nietzsche, Friedrich Wilhelm",1,"December, 1999",12,"December",1999,10.3,11.31,6.29,13085,7.2,72.16,8.4,3.5,3.1,0.143161861672757,0.530872822428959,4.98,16,0.06,552707,3800,6717,154259.1,110904
"119","B","Meditations",2452,121,180,"Marcus Aurelius, Emperor of Rome",1,"June, 2001",6,"June",2001,13.4,10.33,6.39,6921,10.7,63.02,12,7,3.1,0.13703841545735,0.508004060967366,4.71,25,0.04,339097,2218,2850,98676.9,72026
"120","QH","On the Origin of Species By Means of Natural Selection: Or, the Preservation of Favoured Races in the Struggle for Life",2449,1809,1882,"Darwin, Charles",1,"March, 1998",3,"March",1998,18.2,13.41,6.13,9946,15,41.03,14,4.5,8.8,0.0989169613466866,0.440121155142504,5.19,30,0.03,806411,9557,5130,241299,155427
"121","PT","Faust",2439,1749,1832,"Goethe, Johann Wolfgang von",4,"January 4, 2005",1,"January",2005,10.2,12.58,6.83,5977,6,75.2,7.2,5,3.1,0.144583371746611,0.525160427401093,5.25,13,0.07,194148,986,2669,50288.4,36990
"122","HB","An Inquiry into the Nature and Causes of the Wealth of Nations",2407,1723,1790,"Smith, Adam",1,"April, 2002",4,"April",2002,18.2,12.25,2.17,14143,14.6,47.46,14.8,13.5,8.8,0.135443909235398,0.464048845307881,4.99,32,0.03,1898965,19143,11832,569280.6,380565
"123","PZ","The Tale of Peter Rabbit",2371,1866,1943,"Potter, Beatrix",30,"January 30, 2005",1,"January",2005,10.6,12.18,6.66,146,6.8,73.17,8,8,3.1,0.0539290852880969,0.425039011376221,5.13,15,0.06,5188,39,64,1365.3,1011
"124","BJ","The Ladies' Book of Etiquette, and Manual of Politeness: A Complete Hand Book for the Use of the Lady in Polite Society",2351,0,0,"Hartley, Florence",30,"January 30, 2011",1,"January",2011,13,11.26,6.44,9295,9.5,66.07,10.8,11,3.1,0.115329128398969,0.501429188736378,4.87,22,0.04,418464,3053,3740,122143.5,85929
"125","B","A Treatise of Human Nature",2345,1711,1776,"Hume, David",1,"December, 2003",12,"December",2003,18.5,12.49,2.33,10580,15.8,39,14.8,4.5,8.8,0.0947856763576475,0.46440499218748,5.03,32,0.03,1135584,12026,6935,350307,225719
"126","PS","Little Women",2340,1832,1888,"Alcott, Louisa May",1,"May, 1996",5,"May",1996,10.1,9.46,5.67,12841,7.2,77.57,9.6,27,3.1,0.147416810931377,0.5399897570311,4.61,19,0.05,857711,3379,9517,241852.5,186040
"127","B","The Problems of Philosophy",2332,1872,1970,"Russell, Bertrand",1,"June, 2004",6,"June",2004,15.7,11.55,6.32,3643,12.6,52.53,12.8,11,8.8,0.0778740436566982,0.459388495564821,4.92,27,0.04,210540,2182,1537,63419.4,42752
"128","PR","Bleak House",2330,1812,1870,"Dickens, Charles",1,"August 1, 1997",8,"August",1997,9.1,9.63,5.46,22952,6,80.62,8.4,1,3.1,0.0998810804269263,0.498810919581587,4.69,16,0.06,1659331,8749,20968,470421.9,353471
"129","PS","The Works of Edgar Allan Poe — Volume 2",2307,1809,1849,"Poe, Edgar Allan",19,"May 19, 2008",5,"May",2008,13.5,11.84,6.9,12760,11.1,56.59,11.2,14,8.8,0.0779271993124284,0.503233128951835,4.97,23,0.04,472152,4391,4108,139190.4,95020
"130","PS","The Devil's Dictionary",2287,1842,1913,"Bierce, Ambrose",1,"January 1, 1911",1,"January",1911,12.1,12.65,7.51,11352,9.1,61.67,9.2,18,3.1,0.118223049087263,0.488925517373905,5.16,18,0.05,310497,3137,3253,88947,60117
"131","U","The Art of War",2270,0,0,"Sunzi, active 6th century B.C.",1,"May 1994",5,"May",1994,12.2,11.08,6.62,6632,9.1,67.08,10.4,11,3.1,0.0802974280923933,0.495743910745791,4.89,21,0.05,263909,1926,2538,74476.8,53931
"132","B","The Critique of Pure Reason",2252,1724,1804,"Kant, Immanuel",1,"July, 2003",7,"July",2003,21.2,13.82,6.19,10748,16.9,35.95,16,13,11.2,0.0639645036900452,0.488962215231111,5.26,35,0.03,1093379,17269,5832,337282.2,208005
"133","PR","Memoirs Of Fanny Hill: A New and Genuine Edition from the Original Text (London, 1749)",2210,1709,1789,"Cleland, John",2,"May 2, 2008",5,"May",2008,26.5,10.75,7.75,8502,20.8,36.63,22.4,14,8.8,0.133521939072695,0.517086193837054,4.68,51,0.02,396142,2561,1635,115991.1,84602
"134","NC","The Practice and Science of Drawing",2209,1873,0,"Speed, Harold",6,"December 6, 2004",12,"December",2004,14.4,11.32,6.14,6105,10.7,63.02,12,11,8.8,0.134987960704501,0.494703419993379,4.88,25,0.04,373627,3125,2968,110839.5,76540
"135","PR","The Sign of the Four",2200,1859,1930,"Doyle, Arthur Conan",1,"March, 2000",3,"March",2000,7.6,8.69,6.16,4979,5.2,82.65,7.6,14,3.1,0.0591593518262482,0.481692537454158,4.58,14,0.07,196825,869,2868,56484.9,43012
"136","PA","The Odyssey: Rendered into English prose for the use of those who cannot read the original",2199,-750,-650,"Homer",1,"April, 1999",4,"April",1999,14.1,8.89,6.03,7838,11.1,67.42,13.6,17.5,3.1,0.130939470541765,0.496962174681115,4.41,29,0.03,570379,1835,4386,164098.8,129408
"137","PS","A Princess of Mars",2190,1875,1950,"Burroughs, Edgar Rice",23,"June 23, 2008",6,"June",2008,15.1,10.51,6.51,6342,11.8,59.98,13.2,18,3.1,0.0779643643901105,0.496484016259948,4.69,28,0.03,316458,1696,2333,92512.8,67407
"138","GR","Myths and Legends of China",2187,1864,1954,"Werner, E. T. C. (Edward Theodore Chalmers)",4,"March 4, 2005",3,"March",2005,13,11.55,6.41,12623,9.5,66.07,10.8,14,3.1,0.0997572599260942,0.437203852846301,4.92,22,0.04,584463,4019,5293,166521.6,118826
"139","PQ","The Three Musketeers",2162,1802,1870,"Dumas, Alexandre",1,"March 01, 1998",3,"March",1998,9.9,10.79,5.52,15805,7.2,72.16,8.4,17,3.1,0.102597321246551,0.50617929302041,4.89,16,0.06,1120021,5121,13786,314599.5,229258
"140","PS","2 B R 0 2 B",2144,1922,2007,"Vonnegut, Kurt",3,"May 3, 2007",5,"May",2007,7.3,10.3,6.93,454,3.7,86.71,6,2.5,3.1,0.212058756009291,0.495962779051014,5.01,10,0.1,12848,59,249,3446.1,2564
"141","PT","The Sorrows of Young Werther",2130,1749,1832,"Goethe, Johann Wolfgang von",1,"February, 2001",2,"February",2001,10.4,10.1,6.54,5264,8.3,69.11,9.6,10.5,3.1,0.113977106567598,0.524623889605603,4.72,19,0.05,200590,1087,2218,58281.3,42490
"142","PR","The Woman in White",2127,1824,1889,"Collins, Wilkie",1,"July, 1996",7,"July",1996,9.9,9.8,5.53,15514,7.9,70.13,9.2,9,3.1,0.0632062163353214,0.493674278686937,4.72,18,0.06,1155740,7097,13486,336146.4,244709
"143","PG","Notes from the Underground",2125,1821,1881,"Dostoyevsky, Fyodor",1,"July, 1996",7,"July",1996,9.2,9.28,6.28,5025,7.6,71.14,8.8,11,3.1,0.0716261480453453,0.539523231372247,4.63,17,0.06,203528,1336,2480,60156,43966
"144","PA","Latin for Beginners",2116,1860,1940,"D'Ooge, Benjamin L. (Benjamin Leonard)",25,"April 25, 2006",4,"April",2006,12.3,16.22,7.17,19541,7.6,60.31,6.4,8.5,3.1,0.0859223257815687,0.46708172050274,5.98,11,0.09,617437,5242,9248,161719.2,103202
"145","PR","The Memoirs of Sherlock Holmes",2115,1859,1930,"Doyle, Arthur Conan",1,"March, 1997",3,"March",1997,8.5,9.1,5.86,7949,6,80.62,8.4,7.5,3.1,0.0620164389852098,0.482357932973543,4.6,16,0.06,403005,1834,5311,115796.7,87586
"146","DG","The History Of The Decline And Fall Of The Roman Empire: Table of Contents with links in the HTML file to the two; Project Gutenberg editions (12 volumes)",2105,1737,1794,"Gibbon, Edward",7,"June 7, 2008",6,"June",2008,11.4,15.74,5.73,1026,6.4,63.36,5.2,9,3.1,0.0840677179962895,0.254590209289458,6.05,8,0.12,57743,906,1098,15119.1,9538
"147","PT","The Trial",2099,1883,1924,"Kafka, Franz",1,"April, 2005",4,"April",2005,9.1,8.94,5.49,5132,6.8,78.59,9.2,4.5,3.1,0.0552292664426573,0.492429727338713,4.52,18,0.05,379078,1837,4552,108990.9,83946
"148","PR","Hamlet, Prince of Denmark",2092,1564,1616,"Shakespeare, William",1,"January 1, 1603",1,"January",1603,9.4,10.61,6.4,4049,5.6,81.63,8,2.5,3.1,0.149682192652755,0.537352944898468,4.86,15,0.06,153985,355,1999,39654.9,31677
"149","PE","A Concise Dictionary of Middle English from A.D. 1150 to 1580",2069,1835,1912,"Skeat, Walter W. (Walter William)",7,"January 7, 2004",1,"January",2004,12.5,17.13,7.66,38626,0.5,105.66,5.2,8,3.1,0.0126488696570362,0.481217887958617,6.29,8,0.12,1059372,3136,19457,184911.3,168326
"150","","Journal of Small Things",2046,1876,1961,"Mackay, Helen",18,"February 18, 2016",2,"February",2016,7.8,8.52,5.59,4310,6,80.62,8.4,18.5,3.1,0.0396129600706347,0.480739308492411,4.5,16,0.06,263162,530,3632,73294.2,58530
"151","PZ,PR","The Wind in the Willows",2019,1859,1932,"Grahame, Kenneth",1,"July, 1995",7,"July",1995,10.6,10.27,6.44,6882,7.2,77.57,9.6,2.5,3.1,0.0816389935117112,0.498727145091699,4.75,19,0.05,277439,1185,3035,77015.7,58401
"152","PR","Tess of the d'Urbervilles: A Pure Woman",2014,1840,1928,"Hardy, Thomas",1,"February, 1994",2,"February",1994,10.9,10.68,6.17,14997,8.3,69.11,9.6,26,3.1,0.0683664999082799,0.474889507844167,4.82,19,0.05,715944,4209,7676,201971.7,148537
"153","PR","Macbeth",2012,1564,1616,"Shakespeare, William",1,"January 1, 1623",1,"January",1623,9.9,10.84,6.68,2620,6,80.62,8.4,13.5,3.1,0.146286710154656,0.519673238787798,4.9,16,0.06,90199,132,1117,23691.6,18412
"154","PE","The Elements of Style",2000,1869,1946,"Strunk, William",19,"August 19, 2011",8,"August",2011,11.9,13.05,7.35,2567,8.4,63.7,8.4,6,3.1,0.0868028483774221,0.432551715540352,5.28,16,0.06,73214,698,820,21087.9,13871
"155","PR","An Ideal Husband",1980,1854,1900,"Wilde, Oscar",27,"March 27, 2009",3,"March",2009,6.3,9.36,5.64,3042,3.3,87.72,5.6,5.5,3.1,0.0912932177378015,0.529834576625935,4.9,9,0.11,151199,612,3310,41577.3,30887
"156","PQ","Don Quijote",1975,1547,1616,"Cervantes Saavedra, Miguel de",1,"December, 1999",12,"December",1999,20.9,10.75,7.07,34979,18.9,30.88,18,28,11.2,0.00439954585974472,0.544689894447765,4.68,40,0.02,1782519,20363,9404,600512.4,381225
"157","PS","The Prince and the Pauper",1955,1835,1910,"Twain, Mark",20,"August 20, 2006",8,"August",2006,12,10.91,6.69,8932,7.9,75.54,10.4,17,3.1,0.0890246370968335,0.505072371956682,4.86,21,0.05,340217,1540,3315,93936.6,69972
"158","PR","North and South",1948,1810,1865,"Gaskell, Elizabeth Cleghorn",12,"June 12, 2012",6,"June",2012,9.2,9.51,5.71,14113,6.4,79.6,8.8,19.5,3.1,0.0845667355490372,0.52295691874082,4.67,17,0.06,847167,3651,10509,239356.8,181508
"159","PR","Childe Harold's Pilgrimage",1947,1788,1824,"Byron, George Gordon Byron, Baron",1,"February, 2004",2,"February",2004,17.9,12.31,7.58,5702,11.8,65.39,14.4,25.5,3.1,0.111354530642887,0.512277511769844,5,31,0.03,187170,448,1189,48936.6,37406
"160","PR","The Anatomy of Melancholy",1939,1577,1640,"Burton, Robert",13,"January 13, 2004",1,"January",2004,16.2,13.76,7.01,73779,11.9,54.56,12,12,8.8,0.124550672984781,0.538299478717049,5.3,25,0.04,2889437,25910,21457,812164.5,545013
"161","ND","The Notebooks of Leonardo Da Vinci — Complete",1927,1452,1519,"Leonardo, da Vinci",1,"January, 2004",1,"January",2004,12.7,10.62,6.03,19756,8.7,73.51,11.2,14,3.1,0.0980995595291982,0.438384080499828,4.76,23,0.04,1187359,6987,10603,334213.2,249345
"162","PZ","Andersen's Fairy Tales",1924,1805,1875,"Andersen, H. C. (Hans Christian)",1,"January, 1999",1,"January",1999,9.7,9.28,6.11,5383,7.2,77.57,9.6,26,3.1,0.120419906309336,0.502455829899924,4.58,19,0.05,253942,863,2889,71139.6,55394
"163","","Great Disasters and Horrors in the World's History",1904,1864,1948,"Godbey, Allen Howard",18,"February 18, 2016",2,"February",2016,12.8,11.84,6.33,15233,9.1,67.08,10.4,13.5,3.1,0.0649035625881543,0.474208099756667,5.02,21,0.05,730982,4902,6905,210030.3,145545
"164","PS","Plays",1897,1876,1948,"Glaspell, Susan",7,"January 7, 2004",1,"January",2004,7,9.96,5.7,5678,3.7,86.71,6,14,3.1,0.00732341832554518,0.558237780103016,4.9,10,0.09,280155,1358,5295,75384,57186
"165","","Dead End",1896,1918,1999,"Macfarlane, Wallace",18,"February 18, 2016",2,"February",2016,9.5,11.76,7.39,798,6,75.2,7.2,6,3.1,0.0905788214133284,0.472333141037366,5.16,13,0.08,20878,143,306,5811.3,4048
"166","QA","Philosophiae Naturalis Principia Mathematica",1895,1642,1727,"Newton, Isaac, Sir",2,"March 2, 2009",3,"March",2009,17.3,16.83,6.68,14867,14.2,32.22,10.8,7.5,11.2,0.114673812603955,0.374536438119878,5.83,22,0.04,701744,15148,5352,211159.8,120406
"167","BR","The Confessions of St. Augustine",1890,354,430,"Augustine, Saint, Bishop of Hippo",1,"June, 2002",6,"June",2002,15.3,9.7,6.39,8939,11.5,66.41,14,13,3.1,0.167729991982565,0.5239941687704,4.55,30,0.03,509067,2119,3663,146779.2,111824
"168","PQ","Swann's Way",1877,1871,1922,"Proust, Marcel",21,"March 21, 2009",3,"March",2009,19.5,10.75,6.77,16104,15.4,50.84,16.8,13,8.8,0.097735905868034,0.510760369750021,4.73,37,0.03,922547,5922,5235,270441.9,195216
"169","E300","Twelve Years a Slave: Narrative of Solomon Northup, a Citizen of New-York, Kidnapped in Washington City in 1841, and Rescued in 1853, from a Cotton Plantation near the Red River in Louisiana",1868,1808,0,"Northup, Solomon",11,"May 11, 2014",5,"May",2014,12.3,11.37,6.51,9775,8.7,68.1,10,5,3.1,0.0739843322049125,0.479945400743833,4.94,20,0.05,405024,2913,3931,116656.2,81946
"170","PG","The Sea-Gull",1856,1860,1904,"Chekhov, Anton Pavlovich",21,"February 21, 2006",2,"February",2006,6.4,8.69,6.04,2169,4.4,84.68,6.8,13,3.1,0.095969144143421,0.51737074330298,4.63,12,0.08,87650,446,1575,25110,18923
"171","","Spacemen Die at Home",1846,1920,1990,"Ludwig, Edward W.",18,"February 18, 2016",2,"February",2016,6.4,8.62,6.51,707,4,85.69,6.4,4,3.1,0.0952077427899346,0.488005139457194,4.67,11,0.09,22449,67,413,6167.7,4803
"172","PR","The Secret Adversary",1825,1890,1976,"Christie, Agatha",14,"September 14, 2008",9,"September",2008,6.7,9.72,5.75,7723,4.8,78.25,6,3.5,3.1,0.0691246424746362,0.490940371355041,4.91,10,0.1,369756,1876,7467,101785.5,75285
"173","NA,PA","The Ten Books on Architecture",1823,0,0,"Vitruvius Pollio",31,"December 31, 2006",12,"December",2006,14.5,11.38,6.33,9288,10.7,63.02,12,15.5,3.1,0.0827434781542821,0.401400007284475,4.89,25,0.04,492780,3302,3909,139015.8,100866
"174","PQ","The vision of hell.: By Dante Alighieri.; Translated by Rev. Henry Francis Cary, M.A.; and illustrated with the seventy-five designs of Gustave Doré.",1822,1265,1321,"Dante Alighieri",7,"August 7, 2004",8,"August",2004,12.7,10.97,6.87,4953,8.3,74.53,10.8,13,3.1,0.0358521220679074,0.492573740032106,4.82,22,0.04,176090,278,1599,46282.5,36498
"175","PQ","Noli Me Tangere",1819,1861,1896,"Rizal, Jose",30,"December 30, 2006",12,"December",2006,16.4,16.88,7.32,29751,11.1,51.18,10,10.5,11.2,-0.153984190913665,0.471951121794872,5.89,20,0.05,1030259,19725,8626,282948.3,174826
"176","DS","Beasts, Men and Gods",1801,1878,1945,"Ossendowski, Ferdynand Antoni",13,"May 13, 2006",5,"May",2006,11.1,10.73,6.13,7958,8.3,69.11,9.6,19.5,3.1,0.064938271590738,0.437895772553105,4.83,19,0.05,391573,2267,4162,113910.3,81057
"177","PR","The Castle of Otranto",1797,1717,1797,"Walpole, Horace",5,"May 5, 2012",5,"May",2012,10.8,11.13,6.6,4912,7.6,71.14,8.8,8,3.1,0.0942079794632466,0.524418206486691,4.95,17,0.06,181332,1241,2052,51256.8,36600
"178","PR","Lyrical Ballads, With a Few Other Poems (1798)",1793,1770,1850,"Wordsworth, William",1,"January, 2006",1,"January",2006,12,10.16,6.54,2467,7.2,82.98,10.8,8.5,3.1,0.0814475940819856,0.502518012902231,4.68,22,0.04,100332,164,944,26404.2,21451
"179","PR","The Moonstone",1770,1824,1889,"Collins, Wilkie",12,"January 12, 2006",1,"January",2006,8.6,9.74,5.46,13369,6.8,73.17,8,11,3.1,0.0797431527147054,0.482365331565848,4.71,15,0.06,916844,5228,12428,263012.4,194758
"180","PS","The Fall of the House of Usher",1739,1809,1849,"Poe, Edgar Allan",1,"June, 1997",6,"June",1997,17.4,12.83,8.73,1634,13.4,50.5,13.6,18,8.8,0.0384828293932911,0.52271990165501,5.09,29,0.03,35955,358,237,10618.2,7064
"181","PS","The Age of Innocence",1737,1862,1937,"Wharton, Edith",1,"May, 1996",5,"May",1996,11.3,11.2,6.35,11389,8.3,69.11,9.6,13.5,3.1,0.0693360756996496,0.474933911255641,4.91,19,0.05,497605,3221,5271,140980.5,101308
"182","PA","The Aeneid",1723,-70,-19,"Virgil",10,"March 10, 2008",3,"March",2008,14.3,11.78,6.16,9012,9.1,72.5,11.6,17,3.1,0.0660633378429159,0.500224307452955,4.96,24,0.04,528282,443,4293,135104.4,106461
"183","PR","The Monkey's Paw: The Lady of the Barge and Others, Part 2.",1692,1863,1943,"Jacobs, W. W. (William Wymark)",22,"April 22, 2004",4,"April",2004,7.8,9.85,6.85,643,4.8,83.66,7.2,7.5,3.1,-0.00409721512083717,0.41643838080846,4.78,13,0.07,18896,77,296,5079.6,3953
"184","PZ,PR","Alice's Adventures in Wonderland",1660,1832,1898,"Carroll, Lewis",12,"August 12, 2006",8,"August",2006,8.7,9.45,6.14,1052,6,80.62,8.4,14.5,3.1,0.0306400441249642,0.470152033044474,4.66,16,0.06,45325,139,592,12559.5,9721
"185","PZ,PS","The Secret Garden",1621,1849,1924,"Burnett, Frances Hodgson",15,"May 15, 2008",5,"May",2008,7,8.34,5.33,5087,5.2,82.65,7.6,17,3.1,0.086362778516963,0.501351816094606,4.52,14,0.07,364915,877,5669,100968.3,80712
"186","DF","The History of the Peloponnesian War",1605,-460,-395,"Thucydides",1,"December, 2004",12,"December",2004,21.9,12.2,6.61,12844,17.7,39.34,18,63,8.8,0.108526040494058,0.461093395343163,4.93,40,0.02,1010983,8137,5089,298561.5,205021
"187","PS","A Connecticut Yankee in King Arthur's Court",1605,1835,1910,"Twain, Mark",20,"July 20, 2006",7,"July",2006,10.8,9.57,6.23,11887,7.6,76.56,10,18.5,3.1,0.102118141543912,0.504403045209017,4.63,20,0.05,543973,2768,5645,155107.8,117534
"188","","The Livestock Producer and Armour",1601,0,0,"Unknown",18,"February 18, 2016",2,"February",2016,16.3,14.1,7.94,1233,13,46.1,12,4,8.8,0.125731766337568,0.450139781057017,5.36,25,0.04,34052,350,254,9873,6350
